,Architecture,Min Watts,Max Watts,GB/Chip
0,Broadwell,0.7128342245989305,3.3857473048128344,69.6470588235294
1,Cascade Lake,0.6902978319127387,3.754854273784877,105.972049689441
2,EPYC 2nd Gen,0.4742621527777777,1.575187293981481,129.77777777777777
3,EPYC 3rd Gen,0.45562453497023814,1.8336855193452382,137.14285714285714
4,EPYC 4th Gen,0.7391482469512195,2.1958768628048784,152.1951219512195
5,Emerald Rapids,0.8140104166666666,4.3816792499999995,160.0
6,Ice Lake,0.766796875,3.6515791249999996,136.0
7,Sapphire Rapids,1.0362861003136936,4.06210101745772,130.79521276595744
8,Skylake,0.6129888539040325,3.8679459262938636,75.09995781995782
